/processed_data/wavs/audio-00001.wav|Солодких сні в місці спав. Колекція морських вузлів містра Крапса. Ого, ці нитучки тут не має бути.
/processed_data/wavs/audio-00002.wav|недоумковатий равлик не зрівняється з вищим губчастим мозком.
/processed_data/wavs/audio-00003.wav|Але це класна ідея, Сквідварде! Ражай, що ти ставиш Красьні Крабз на перше місце!
/processed_data/wavs/audio-00004.wav|Не хвилюйтеся, я навчив його всього, що знав сам.
/processed_data/wavs/audio-00005.wav|Але, містер Акрапс, ми зі Сквідвардом ще не напрацювалися. Правда, Сквідварде?
/processed_data/wavs/audio-00006.wav|Я в них новшикарні штани!
/processed_data/wavs/audio-00007.wav|Почнімо, вдихнемо, літаю цього краба!
/processed_data/wavs/audio-00008.wav|Вибачте, мистер Крабс і мистер Спав, насолоджуйтесь побаченням!
/processed_data/wavs/audio-00009.wav|У коробці привить! На сходах привить! У цьому смітті привить!
/processed_data/wavs/audio-00010.wav|Отже, коли ви прийдете наступного разу.
/processed_data/wavs/audio-00011.wav|Вітсь, Квітварде! Бачу, ти граєш з морськими монстрами. Як тобі мій бульбашковий зоопарк?
/processed_data/wavs/audio-00012.wav|Ти точно не дзвонив горішку? Алло? Алло? Поганий сигнал. Жодного горішка.
/processed_data/wavs/audio-00013.wav|Я ніяк не можу перестати гристи ніфті!
/processed_data/wavs/audio-00014.wav|Вибач, що так вийшло, Чамі. Можете і на Містер Крабс, але ми можемо бути друзями.
/processed_data/wavs/audio-00015.wav|Що це за місце? І чому ви тут?
/processed_data/wavs/audio-00016.wav|Патріку, я не можу відучитись гристи ніхті!
/processed_data/wavs/audio-00017.wav|Мм, Патрику, саме так, я й уявляв рукавичну в'язненню!
/processed_data/wavs/audio-00018.wav|Стій! Зачекай малі! Поправся!
/processed_data/wavs/audio-00019.wav|Прошу вас, війде! Ви зіпсуйте враження про красній граф!
/processed_data/wavs/audio-00020.wav|Що ж, якщо Патрік краще, як Сквідвард, ти міг би бути краще, як Патрік.
/processed_data/wavs/audio-00021.wav|Ну, що, ви які? Готуйтеся до бою!
/processed_data/wavs/audio-00022.wav|Луї! О, де ти сховався! Хороший Раблочок! Луї! Ні, ні, ні!
/processed_data/wavs/audio-00023.wav|Це не так! Я знаю високу кухню! Я якось зробив краб з бургер з трьома булочками.
/processed_data/wavs/audio-00024.wav|А коли він приходить до цьами, то майже нічого не пам'ятає. Дружа, тобі вже краще? Розкажи, що ти пам'ятаєш.
/processed_data/wavs/audio-00025.wav|Але як же Крабсбургер!
/processed_data/wavs/audio-00026.wav|Ах, хвани! Мої схимочки!
/processed_data/wavs/audio-00027.wav|Не хвилюйтеся, мистер Крабс, я наступлю ноглою у вашу спальню.
/processed_data/wavs/audio-00028.wav|Зазарну про всякий випадок Ооо, яка гарненька Ооо, о північний карагаб
/processed_data/wavs/audio-00029.wav|І лови квілю!
/processed_data/wavs/audio-00030.wav|Так, мистер Краб зуперет! І забудьте про кліп! Ніж до помиї! Тільки помиї!
/processed_data/wavs/audio-00031.wav|Патріку це був лише робот. Хух, а я подумав, що ми у халепі.
/processed_data/wavs/audio-00032.wav|Мистер Крабс! Що з вами? Охо, розмовляйте земною!
/processed_data/wavs/audio-00033.wav|Так довірце мені. О, як! А твої подушки набиті жаками, а футболка в тебе напиворить!
/processed_data/wavs/audio-00034.wav|Хіба двері були причинені? А що, як грабіжник там?
/processed_data/wavs/audio-00035.wav|Патріку, просто заспокойся, глибоко вдихни і віддай мені голову!
/processed_data/wavs/audio-00036.wav|Я ще зцілийся. Ура! Дякую, Лікарю!
/processed_data/wavs/audio-00037.wav|Я друге краб з бургером почастую, бо завжди ним він власо так смакує. Це тобі, Патріку.
/processed_data/wavs/audio-00038.wav|Отже, прийшов час активних дій! Я маю допомогти другу! Я змушу замовкнути кожен звіночок у цьому місті! Починаємо!
/processed_data/wavs/audio-00039.wav|Ну от, я здумав. Застосуємо жорсткі методи.
/processed_data/wavs/audio-00040.wav|Та любить Аешню? Жах! Зрозумів!
